system:index,B11_post,B11_pre,B12_post,B12_pre,B4_post,B4_pre,B8A_post,B8A_pre,NBR_post,NBR_pre,area,dNBR,label,latitude,longitude,.geo
1_162,0.20669999718666077,0.17464999854564667,0.22779999673366547,0.13154999911785126,0.07880000025033951,0.05534999817609787,0.13050000369548798,0.16500000655651093,-0.2715601253743693,0.1127971903510624,Semey,0.3843573033809662,1,50.5084786090629,80.90880609032897,"{""type"":""Point"",""coordinates"":[80.90880609032897,50.5084786090629]}"
1_164,0.13099999725818634,0.14745000004768372,0.12330000102519989,0.10429999977350235,0.050599999725818634,0.046950001269578934,0.09740000218153,0.1488499939441681,-0.11735386709264947,0.175982600340693,Semey,0.2933364808559418,1,50.522497336601965,80.93136701229527,"{""type"":""Point"",""coordinates"":[80.93136701229527,50.522497336601965]}"
1_168,0.16775000095367432,0.17219999432563782,0.1615000069141388,0.1261499971151352,0.07289999723434448,0.06310000270605087,0.1181500032544136,0.1691499948501587,-0.15501520501857663,0.14561462548254053,Semey,0.3006298243999481,1,50.48381530334134,80.9005397656574,"{""type"":""Point"",""coordinates"":[80.9005397656574,50.48381530334134]}"
1_174,0.15889999270439148,0.14605000615119934,0.1822499930858612,0.10000000149011612,0.061250001192092896,0.05469999834895134,0.0832500010728836,0.15645000338554382,-0.3728813340530042,0.22012088446946043,Semey,0.593002200126648,1,50.49942304045756,80.83863626045543,"{""type"":""Point"",""coordinates"":[80.83863626045543,50.49942304045756]}"
1_177,0.21610000729560852,0.16189999878406525,0.2535000145435333,0.10999999940395355,0.09290000051259995,0.05790000036358833,0.11749999970197678,0.16279999911785126,-0.3665768453355321,0.1935483870967742,Semey,0.5601252317428589,1,50.56302425556922,80.88887026609537,"{""type"":""Point"",""coordinates"":[80.88887026609537,50.56302425556922]}"
1_182,0.14429999887943268,0.15880000591278076,0.13384999334812164,0.11550000309944153,0.07180000096559525,0.061500001698732376,0.10809999704360962,0.1615999937057495,-0.1064269366691078,0.16636590089431705,Semey,0.27279284596443176,1,50.443721851367876,80.72704660344719,"{""type"":""Point"",""coordinates"":[80.72704660344719,50.443721851367876]}"
1_183,0.2020999938249588,0.18844999372959137,0.21940000355243683,0.14014999568462372,0.08820000290870667,0.07575000077486038,0.13120000064373016,0.17035000026226044,-0.25156874458951,0.09726249588358415,Semey,0.3488312363624573,1,50.593371087381755,80.79750243552958,"{""type"":""Point"",""coordinates"":[80.79750243552958,50.593371087381755]}"
1_185,0.15860000252723694,0.1749500036239624,0.15189999341964722,0.1274999976158142,0.06830000132322311,0.06735000014305115,0.10670000314712524,0.17110000550746918,-0.1747872810232269,0.1460147603335884,Semey,0.3208020329475403,1,50.48879392087945,80.77387279688035,"{""type"":""Point"",""coordinates"":[80.77387279688035,50.48879392087945]}"
1_187,0.17479999363422394,0.1859000027179718,0.18050000071525574,0.13285000622272491,0.08540000021457672,0.0737999975681305,0.11349999904632568,0.17339999973773956,-0.22789116232402565,0.1324081395128184,Semey,0.360299289226532,1,50.470130035409824,80.81824025992563,"{""type"":""Point"",""coordinates"":[80.81824025992563,50.470130035409824]}"
1_195,0.1881999969482422,0.1808999925851822,0.1996999979019165,0.13590000569820404,0.08749999850988388,0.07880000025033951,0.11729999631643295,0.17294999957084656,-0.2599369182597728,0.11996112430163926,Semey,0.3798980414867401,1,50.475639784965495,80.6896805277943,"{""type"":""Point"",""coordinates"":[80.6896805277943,50.475639784965495]}"
